Data: time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
26099.654338096,30.0885466,-99.31069587,101452.05,0.01,16.7,0x368
26100.573366681,32.96574279,-98.23473183,10802.03,0.11,8.7,0x32a
26101.19381929,31.99619212,-99.25606014,9970.26,0.5,8.9,0x32a
26101.250384905,31.97921018,-99.29842719,15099.67,0.04,12.4,0x32a
26101.250719035,31.9436202,-99.25690904,8289.5,0.0,10.5,0x32a
26101.283736167,31.94043974,-99.22054411,22251.88,0.09,10.3,0x16a
26101.373962548,31.94521131,-99.23262707,13047.38,0.03,14.0,0x22e
26101.385170091,31.92252204,-99.1883502,10494.11,0.06,9.8,0x32a
26101.397591382,31.91251912,-99.16697314,13362.0,0.27,11.5,0x32a
26102.144042601,31.33843506,-100.23393188,7757.55,1.12,12.8,0xa2e
26102.15296407,31.17780917,-100.20979846,15904.69,0.11,9.6,0xb2a
26102.192791548,31.14623407,-100.20918017,17246.31,0.11,16.6,0xb6a
26102.196289678,31.15186208,-100.22185838,15553.35,0.24,14.6,0xb6a
26102.199774663,31.15427557,-100.2257472,14981.91,0.17,10.3,0x32a
26102.20016439,31.0564867,-100.16667798,15312.43,0.22,17.2,0xb0a
26102.211888134,31.12784049,-100.21331263,22481.81,0.02,11.1,0x32a
26102.217717863,31.11999631,-100.2115404,14007.9,0.18,10.8,0x32a
26102.545558655,31.19890781,-100.1546326,20130.73,0.67,13.6,0xb68
26102.545945023,31.13681967,-100.11494658,13136.53,0.08,17.0,0xb4e
26102.555051664,31.28968253,-100.21718983,16271.75,1.02,9.4,0x32a
26102.558367127,31.14507931,-100.11970292,18745.41,0.04,15.8,0xb6e
26102.638009144,31.28042425,-100.22715512,15234.57,0.1,16.2,0x24e
26102.638924774,33.72670028,-101.94299906,21150.82,1.5,-2.6,0xa64
26103.668649834,31.84921746,-99.20562268,11044.2,1.8,11.8,0x32a
26103.676778114,33.97696006,-101.75424693,12885.96,0.36,-0.7,0x692
26103.698205831,31.80527755,-99.12489641,14433.24,0.05,16.4,0x36e
26103.763750109,31.76758375,-99.05800165,10110.22,0.04,13.9,0x326
26103.780813434,31.77813693,-99.08478134,13071.11,0.16,14.9,0x32e
26103.944966268,31.74443974,-99.10157982,14860.86,0.27,13.7,0x32e
26104.822372216,33.17074802,-98.3303556,10736.69,0.72,14.3,0x36a
26105.21798837,33.19215548,-101.5728602,62851.24,1.95,-1.5,0xaa2
26105.691394483,31.86674529,-99.18189057,9793.35,1.13,12.3,0x32a
26105.699642038,31.92126288,-99.29576514,8766.4,0.6,12.2,0x32a
26105.704643976,31.83233594,-99.17803717,16320.77,0.18,15.3,0x30e
26105.708259436,31.87230046,-99.23217236,17250.39,0.31,13.5,0xb2a
26105.753409008,31.91897798,-99.23722111,8566.83,1.08,11.8,0x32a
26105.97656487,31.27924557,-100.45290595,26687.72,0.69,15.5,0x96e
26105.982876319,31.22241667,-100.41648863,18073.65,0.52,8.5,0xb2a
26106.009790787,31.214128,-100.42338553,15851.09,0.12,8.8,0xb2a
26106.119985532,31.23400346,-100.40189599,18126.99,0.09,12.8,0xb2a
26107.047361005,33.55092371,-102.09850662,328231.64,1.82,9.5,0x8aa
26107.55611633,33.45500227,-101.93631534,7541.03,0.07,-4.6,0xd0c
26109.113108182,31.1875714,-100.27983056,15565.98,0.62,10.6,0x32a
26109.131787129,31.18161221,-100.26192743,17202.56,0.33,13.2,0xb2a
26109.19293138,31.21401821,-100.27708352,16417.32,0.27,10.9,0xb2a
26109.265170465,31.1674277,-100.26554755,14422.41,0.13,17.2,0xb6e
26109.270390397,31.20885564,-100.30450248,9977.85,0.15,9.2,0xb2a
26109.285897137,31.23173766,-100.31942813,16310.74,0.22,9.2,0xb2a
26109.291289105,31.24606278,-100.32680341,9850.42,0.69,11.3,0xb62
26109.376658062,30.96118089,-100.19761147,38629.59,0.59,10.8,0x32a
26109.503991634,31.2227055,-100.15345709,16278.51,0.48,16.2,0xb6e
26109.513970403,31.23112506,-100.211982,18064.92,0.02,10.2,0xb2a
26109.61146921,31.1612412,-100.11333382,11399.96,1.57,17.0,0xa6c
26109.611619182,31.27407446,-100.17798907,14586.4,0.56,17.8,0xb6e
26109.782015587,31.22179381,-100.20180608,18696.46,0.26,11.4,0xb2a
26109.992463349,31.2120468,-100.24671424,13865.29,0.32,15.1,0xb6e
26110.055884457,30.97925661,-100.08556898,97218.0,1.82,12.0,0xb22
26110.958874925,33.25620545,-101.67010478,55249.62,0.76,6.3,0x346
26111.100049205,32.93409529,-98.85455881,18221.28,0.47,10.0,0x32a
26111.759268522,31.28823176,-100.20214499,16042.85,0.27,9.2,0xb2a
26111.760852736,31.29238673,-100.20417202,18990.4,0.42,19.0,0xb2a
26111.766939668,31.29875071,-100.20110946,13527.02,0.16,15.3,0xb2e
26111.767141975,31.19478256,-100.08752957,13574.68,0.03,11.0,0xb22
26111.785826608,31.41088822,-100.30438941,10690.05,0.16,9.0,0x32a
26111.838147941,31.26691189,-100.23385869,11430.74,0.2,17.8,0xb6c
26111.844063896,31.28151949,-100.24379617,19339.42,0.09,14.2,0xb2a
26111.849129872,31.31315855,-100.12472641,11205.24,1.77,11.0,0x32a
26111.919441309,31.15240268,-100.01151767,21905.78,0.67,11.8,0x32e
26112.001481622,31.21264789,-100.02235057,20570.86,0.8,11.6,0xb2a
26112.017186913,33.68600435,-100.92971531,15297.41,0.91,-0.3,0x38a
26112.155359677,31.29264177,-100.20388596,15021.22,0.24,19.9,0x86e
26112.155447636,31.32424026,-100.23735545,9140.64,0.2,17.1,0x266
26112.155638824,33.22293353,-102.82888321,150241.57,0.39,14.1,0x16c
26112.155920886,31.25812507,-100.2286868,14726.48,0.74,12.9,0x92e
26112.156013004,31.17437323,-100.18335176,9109.74,0.28,14.4,0x36a
26112.156276806,32.93328344,-103.08754523,74377.65,0.01,6.1,0xa46
26112.156287116,31.2855876,-100.25208189,13446.43,0.31,16.8,0xb6e
26112.156453688,33.74758481,-102.27011315,7053.67,1.2,-6.3,0x86a
26112.264998907,33.70868436,-101.86242513,10093.85,0.86,-11.6,0x30e
26113.191118309,32.36879499,-98.58069375,10812.68,0.59,10.6,0x32a
26115.21292017,31.42071326,-100.24333675,19465.63,0.0,9.3,0xa2a
26115.239340289,31.43554419,-100.25598875,11671.11,0.0,7.8,0xb22
26115.242980504,31.42928266,-100.24785194,13402.18,0.06,8.7,0xb2a
26115.262205719,31.47906734,-100.23130273,25187.54,0.08,6.9,0xa2a
26115.266895882,31.48335057,-100.22708094,8152.93,0.15,9.9,0x32a
26115.312006415,31.34971002,-100.2541967,9972.6,0.05,16.5,0xb6e
26115.313604222,31.5044014,-100.19661846,11839.32,0.12,9.2,0xb2a
26115.317416038,31.46117129,-100.16859662,13639.43,0.0,9.1,0x32a
26115.322628512,31.43785295,-100.26025258,14068.66,0.04,8.0,0x32a
26115.339280126,31.45761289,-100.16376289,13051.8,0.03,12.5,0x32a
26115.350452012,31.42687457,-100.27619378,11644.53,0.16,9.3,0xb2a
26115.355035197,31.45850876,-100.29854206,7062.67,0.17,11.0,0x32a
26115.357101587,31.36017286,-100.2880929,18462.09,0.0,9.2,0x32a
26115.359858622,31.51507696,-100.1998165,9467.58,0.83,21.7,0xb2a
26115.361382504,33.41599271,-101.73538141,63920.58,0.14,-2.7,0x968
26115.362796747,31.4880215,-100.17607679,12068.92,0.07,11.4,0x32a
26115.365749371,31.50827716,-100.18778072,7490.96,0.39,9.9,0x32a
26115.367587948,31.34961524,-100.28948173,12083.23,0.22,11.6,0xb2a
26115.377998272,31.53211746,-100.20114006,11005.97,0.03,8.7,0xa2a
26115.37982993,31.45324373,-100.13961555,8450.4,0.27,8.1,0x32a
26115.386911751,31.35030625,-100.30723388,14847.68,0.0,10.1,0x32a
26115.395903826,31.50107289,-100.14259328,10531.45,0.01,11.5,0x32a
26115.407754206,31.51916842,-100.12459368,8208.26,0.1,15.7,0xb2a
26115.415783679,31.53562305,-100.15467117,18366.68,0.5,11.7,0xb2a
26115.416209692,31.56503414,-100.17675116,8758.95,1.2,11.6,0xb2a
26115.427806864,31.53803276,-100.15290547,19569.41,0.69,11.0,0xb2a
26115.433803341,31.26650725,-99.95469543,41943.03,0.19,13.5,0x3a8
26115.451314562,31.42804241,-100.32627385,9006.88,0.25,11.8,0xa2e
26115.459719411,31.57100194,-100.08747278,7974.57,0.05,9.9,0x32a
26115.463687979,31.57571949,-100.19587601,13308.56,0.52,20.8,0xb2a
26115.463872936,31.51980902,-100.14706033,17548.27,1.1,13.7,0xb2c
26115.493816889,31.58033899,-100.19036794,17050.59,0.03,9.1,0xb2a
26115.495336228,31.61034545,-100.11976654,8828.59,0.37,10.2,0x32a
26115.505199092,31.56620521,-100.18880581,8512.85,0.13,9.3,0xb2a
26115.51945817,31.66727268,-100.18062322,6589.39,0.93,10.9,0x32a
26115.525119428,31.36914241,-100.05295218,40940.7,1.57,9.0,0x32a
26115.546673287,31.62984391,-100.1642637,6989.01,0.28,10.8,0x32a
26115.556116214,31.59818508,-100.02812711,9556.19,1.75,11.0,0xb0a
26115.564587641,31.63188559,-100.04841007,13135.01,0.51,12.5,0xb2a
26115.566448425,31.27698712,-100.30620116,15995.55,0.19,14.1,0x36a
26115.57804745,31.68531421,-100.0951676,6661.37,1.35,18.9,0xb2a
26115.622517959,31.26367237,-100.28107336,15195.76,0.0,8.4,0x32a
26115.806027825,31.45878857,-100.20243379,7512.89,0.37,10.5,0x32a
26115.806517285,31.38232848,-100.14902505,14151.31,0.03,12.1,0x36a
26115.932128992,32.05729805,-99.24696159,12839.37,0.43,15.6,0xb2a
26115.932269007,32.10114707,-99.31979719,22522.98,1.52,13.1,0x32a
26115.933967309,31.3295962,-100.13492174,14014.25,0.01,9.5,0xb2a
26115.946669711,31.83530408,-99.11635558,17755.0,0.63,11.6,0x72a
26115.968983774,31.93233058,-99.24919952,13166.5,0.01,11.6,0x32a
26115.969126404,33.71764354,-101.04416405,15204.39,1.78,0.1,0x32a
26115.969376274,31.9086611,-99.21729197,8804.12,0.17,14.1,0xa2e
26115.984146779,32.00578967,-99.18090287,11133.79,0.72,11.8,0x32a
26115.984648434,31.92940386,-99.24666006,9932.33,0.37,11.1,0x32a
26115.984900305,31.92624952,-99.24978047,20402.96,1.26,19.3,0xb2a
26115.993566755,31.88883615,-99.20282704,9907.63,0.68,15.7,0xa2e
26116.033871172,32.09053821,-99.5682166,21610.42,0.89,12.0,0x32e
26116.089917299,31.89548666,-99.16820641,16105.4,0.05,13.7,0xb2a
26116.109011932,32.01993611,-99.54801103,32800.43,0.91,14.3,0xb06
26116.141771688,31.77980047,-99.2395754,9880.52,0.55,11.7,0x32e
26116.310057159,31.91651244,-99.18207453,15629.16,0.1,20.0,0xb6e
26116.39829864,31.39540674,-100.22581589,14056.14,0.07,10.1,0x32a
26116.458067284,33.72495819,-101.91520513,14322.25,0.61,-5.9,0x70a
26117.155310029,31.67941842,-99.22599928,15594.33,0.05,10.1,0x32a
26117.487574403,33.37322398,-102.14003962,7169.54,1.53,-2.9,0xc58
26118.169134314,33.28052907,-101.97564055,22095.63,1.6,2.4,0x94c
26120.116743305,31.33818986,-100.20882991,8412.09,1.41,9.3,0x32a
26120.124146808,31.28389195,-100.17735661,13650.04,0.11,16.8,0xb6e
26120.144123156,31.28366655,-100.16756306,16550.59,0.11,14.2,0x32e
26120.17681431,31.28583285,-100.16639287,9672.81,1.21,10.4,0xb2a
26120.177504049,31.27410206,-100.15065636,17073.97,0.26,11.0,0xb2a
26120.18574078,31.28747188,-100.15960328,12993.98,0.02,16.4,0xb6e
26120.191257849,31.25901817,-100.13088372,21518.9,0.04,11.1,0x32a
26120.195238958,31.27737795,-100.13886578,20005.89,0.69,11.2,0xb2a
26120.197333794,31.29822078,-100.16054378,40203.27,1.13,7.6,0x32a
26120.209099286,31.18776444,-100.14501329,18062.9,0.04,11.7,0xb2a
26120.21519414,31.29385241,-100.13753509,8797.18,0.16,18.2,0xb2a
26120.24055607,31.16013781,-100.11751459,21364.21,0.04,10.5,0xb2a
26120.242400358,31.25374099,-100.08286112,8987.43,0.27,13.7,0x36a
26120.244870549,31.30133841,-100.11979951,20998.91,1.78,18.2,0xb2e
26120.250319697,31.30373912,-100.13073476,15588.69,0.0,11.6,0xb2a
26120.2522434,31.29766239,-100.1058865,14855.23,0.02,12.1,0xb2a
26120.260413502,31.29375603,-100.09354414,11959.3,0.02,14.0,0xb6a
26120.26516765,31.27930374,-100.07651748,19857.78,0.12,10.2,0x32a
26120.26540113,31.42447223,-100.18722051,8971.29,1.76,9.9,0xb2a
26120.279279625,31.31935639,-100.08976225,14089.06,0.16,13.4,0xb2e
26120.281633854,31.38951444,-100.45315849,148431.5,1.2,13.8,0x362
26120.305226407,31.34034171,-100.09778256,15021.71,0.02,14.8,0xb6e
26120.366267956,31.15818794,-100.18736086,20891.47,0.2,11.6,0xb2a
26120.368879988,31.1698041,-100.16297031,12014.85,0.09,14.5,0xb6e
26120.372077316,31.11330985,-100.16418111,22146.24,0.0,11.5,0x32a
26120.456748158,31.26488247,-100.19586089,16167.71,0.05,10.8,0xb2a
26120.465269361,33.58811476,-102.2970614,18681.79,0.13,-6.3,0xc26
26120.482519332,31.23695404,-100.20724527,14088.92,1.66,9.2,0xb2a
26120.514685648,31.28145769,-100.23356625,17109.17,0.05,9.3,0xb2a
26120.530867386,31.15904988,-100.16490888,17972.34,0.02,10.5,0xb2a
26120.610199648,31.24911991,-100.23576199,14102.42,0.03,16.3,0xb6a
26120.612086772,31.24867819,-100.2351241,11696.18,0.02,14.9,0xb6e
26121.936478007,31.19967594,-100.3269697,11797.38,0.04,17.9,0xb6e
26121.947509659,31.14895004,-100.29962082,19068.3,0.06,8.2,0xb0a
26121.950033064,31.18751235,-100.24525369,18319.97,1.13,10.3,0xb2a
26121.974389143,31.26765759,-100.31112347,18222.88,0.1,11.2,0xb2a
26122.022617036,31.80565625,-99.20258524,9418.86,0.02,12.1,0x32a
26122.049347641,31.7435578,-99.12185027,26883.15,0.32,11.7,0x32a
26122.051677467,31.30720442,-100.33188166,7658.52,0.05,13.5,0x32e
26122.054108817,31.80398094,-99.19663608,9377.72,0.34,14.0,0x32e
26122.067929537,31.31913746,-100.3396224,8040.35,0.04,9.7,0x32a
26122.074304567,31.77869274,-99.15382179,9991.03,0.34,14.3,0xa2e
26122.112468431,31.79583568,-99.17743518,15889.27,0.14,12.5,0x32a
26123.265138947,31.06876582,-100.5447404,12605.49,0.33,8.0,0xa2a
26123.27247309,31.08484479,-100.55300297,15657.48,0.08,11.2,0x36a
26123.279190932,31.06838448,-100.54720227,13688.52,0.05,16.8,0xb6e
26123.31062326,31.08921569,-100.5507842,11673.08,0.16,12.2,0xb6e
26123.31511421,31.08395283,-100.54496308,18411.75,0.02,12.3,0xb2a
26125.061393737,31.96391771,-99.32721263,19042.9,1.72,10.6,0x32a
26125.116876916,31.90146853,-99.24238107,11498.93,0.23,16.6,0xa2e
26125.163821215,31.55923164,-98.83631271,30780.74,1.96,9.5,0x32a
26125.189804025,31.86705893,-99.25766873,10574.01,0.28,10.9,0x32a
26125.359276656,32.84738117,-98.25358605,11314.59,0.29,11.4,0x32a
26125.88384898,33.18070979,-98.17647292,17603.91,0.1,15.3,0xb6a
26126.531653325,33.78492239,-101.64870344,27388.02,0.57,4.6,0x0dc
26127.275576976,33.42048712,-101.83391907,17277.97,0.1,-8.3,0xaa4
26127.628228896,31.80643174,-99.18395772,12133.33,0.07,17.8,0xb6e
26127.850169485,31.88210405,-99.26088151,14519.62,0.19,13.1,0x22e
26128.904344154,31.12162076,-100.22776396,14229.57,0.11,18.2,0xb6e
26128.909985358,31.16982414,-100.25505232,8824.7,1.09,11.0,0xa2a
26128.919723964,31.19440033,-100.26467839,9926.36,1.08,9.6,0x32a
26128.930533476,31.33961599,-100.3698655,9617.98,1.37,9.6,0xa2a
26128.931533028,31.0934207,-100.1954688,19803.09,0.12,11.4,0x32a
26129.03809117,26.08341216,-97.4367876,134217.08,0.18,20.5,0x28e
26129.060262483,31.11093754,-100.25627116,10817.19,0.64,12.2,0x32a
26129.819927816,33.78594351,-98.04235436,16516.2,0.49,12.5,0x36a
26130.725644414,34.24038654,-101.30171288,153683.69,0.54,9.6,0x9a4
26131.73566288,33.64773746,-100.63643275,18931.21,0.28,-0.9,0x30e
26132.848949493,31.37208646,-100.01967252,9829.01,0.29,10.5,0x32a
26132.856845315,31.48328355,-100.12034503,9072.57,0.41,11.6,0xa2e
26132.863358628,31.55677636,-100.18557039,9246.17,1.69,9.8,0x32a
26132.865984746,31.41769078,-100.05781282,14999.61,0.25,18.3,0xa2a
26132.95952644,31.39155674,-99.98180126,16773.17,0.04,10.0,0xb68
26133.147783086,31.38984917,-100.0300259,13964.72,0.12,12.2,0x34e
26133.192401069,31.41651926,-100.07795663,12593.0,0.18,11.9,0xb0e
26133.192458496,31.37639289,-100.04789766,19891.16,0.3,13.9,0xb2a
26133.19293773,33.30752477,-100.98252657,99944.1,1.35,7.3,0x6e0
26133.192951251,33.15132884,-101.61663223,63411.8,1.74,1.7,0xae0
26133.195054103,31.43454187,-100.08881891,13532.48,0.12,14.1,0xb2c
26133.197388275,31.31305996,-100.05355308,13145.3,0.04,15.0,0xb6e
26133.214975052,31.45122996,-100.10389317,9110.44,1.2,9.7,0xb2a
26133.225391754,31.26890879,-100.00760528,19813.06,0.01,10.2,0x32a
26133.225854941,31.43784596,-100.09159408,7735.94,0.3,10.7,0xb2a
26133.232424609,31.4625702,-100.1168858,9192.08,0.19,7.1,0xa2a
26133.309263154,31.37028859,-100.14691233,7883.11,0.78,10.3,0x32a
26133.309594231,31.36571652,-100.14388538,8280.82,0.77,9.4,0x32a
26133.310954318,31.3450732,-100.2407278,13481.19,0.03,10.0,0x32a
26133.316686083,32.53747811,-103.45553034,287937.57,0.0,11.9,0xa2c
26133.331095879,31.27782714,-100.02272332,14312.43,0.25,8.4,0x32a
26133.359258332,31.39853321,-100.28212293,11922.57,0.38,8.8,0x32a
26133.376973063,31.39802375,-100.29315457,23299.13,1.91,10.2,0xb2a
26133.380104181,31.39838784,-100.29577851,12774.76,0.1,13.4,0xb6a
26133.380153491,30.56167714,-99.76542272,75005.39,0.17,12.4,0x728
26133.383006779,31.34979949,-100.10617717,15621.72,0.11,9.8,0xb2a
26133.390716937,31.40706734,-100.29094067,17759.38,0.38,10.9,0xb2a
26133.415084348,31.1983016,-99.94936254,21700.54,0.08,8.0,0xa2a
26133.420811574,31.36147006,-100.230614,18091.85,0.06,11.5,0xa2a
26133.435696767,31.5113228,-100.36400966,83272.0,1.46,15.3,0xa4c
26133.437550579,31.36043118,-100.22524051,11077.95,0.06,16.0,0xb6a
26133.457424127,31.38849839,-100.24313483,15714.73,1.48,11.3,0xb2e
26133.469047795,33.55377832,-101.68715331,13251.94,1.6,-7.5,0x14e
26133.504755135,31.21026544,-99.91653128,9473.92,0.65,12.5,0x36a
26133.624173437,31.29919218,-100.26158932,13999.75,1.05,11.9,0xb2a
26133.632680594,31.35904546,-100.34366502,10656.9,0.27,13.7,0xb6e
26133.642150784,31.36207575,-100.34791222,15774.52,0.15,10.7,0xb2a
26133.665836048,31.28205501,-100.27646995,13389.13,0.23,10.5,0xb2a
26133.717842069,31.26282797,-100.26946013,20688.62,0.82,13.1,0xb2a
26133.785810993,31.25295311,-100.25343339,12653.54,0.16,13.6,0xb2e
26133.958123914,31.89016166,-99.21868568,14299.25,0.82,13.6,0x32e
26134.027441341,31.9170792,-99.17831278,9029.43,1.5,11.7,0x32a
26134.04546993,31.88861642,-99.12331352,10951.42,0.08,12.5,0x92e
26134.057485298,34.08599779,-102.19610903,23168.41,1.59,-1.4,0xb0c
26134.059483557,31.88264778,-99.10513447,16005.98,0.74,14.1,0x32e
26134.077779951,31.90002234,-99.11389489,9772.38,0.5,16.3,0x32e
26134.113684464,31.96358261,-99.21533454,18402.7,1.25,20.7,0x92c
26134.113787955,31.9502799,-99.17805179,21717.82,1.42,17.8,0xb2a
26134.125762893,31.80530841,-98.97569383,16634.18,1.85,16.2,0xb2e
26134.1308263,31.93549088,-99.1674707,12838.46,0.73,16.4,0xb2a
26134.132297767,31.96845798,-99.21676772,13687.89,0.16,14.5,0x26e
26134.133163303,31.96982667,-99.21831938,27403.36,0.08,15.6,0xa6a
26134.151070708,31.92224059,-99.1726979,13802.47,0.87,16.0,0xb2a
26134.154957615,31.86977424,-99.0919044,10776.75,0.71,14.1,0x32a
26134.162552651,27.96487497,-99.42652371,251543.53,1.22,14.5,0xac2
26134.175733315,31.92321626,-99.21131056,12925.69,0.74,15.9,0xb2a
26135.192957443,31.24465375,-100.18621619,13271.24,0.04,15.3,0xb2a
26135.195253824,31.23352662,-100.17575721,19763.08,0.57,11.2,0xb2a
26135.271065573,31.2497152,-100.18940735,13706.88,0.17,19.2,0xb2a
26135.290154748,31.25464968,-100.18469112,12592.06,0.09,15.6,0xb2a
26135.314019662,31.29157371,-100.18824506,9757.96,0.75,9.9,0x32a
26135.353138823,31.28521357,-100.20734942,17709.57,0.32,19.4,0xb2a
26135.358748243,31.28062196,-100.20795081,17081.62,0.48,11.8,0xb2a
26135.366489356,31.07773157,-100.08527685,35962.9,0.21,11.7,0x32a
26135.410063513,31.16538259,-100.12694251,15965.28,0.72,14.0,0xb2a
26135.506561783,31.2770721,-100.20360975,16158.22,0.22,12.3,0xb2a
26135.507209701,33.78285598,-101.95062405,10816.09,0.11,-7.6,0x968
26136.601195581,31.76126038,-99.13281402,17366.39,0.32,13.6,0xb2a
26137.061546934,33.69817191,-102.8889273,33032.03,0.54,-7.4,0x81e
26137.433868595,32.81598402,-101.51247619,55460.6,0.31,12.4,0xd84
26137.58147046,33.78646356,-102.07623742,16044.22,0.35,-0.3,0x29c
26137.724133314,33.10178338,-102.89299855,143553.21,0.01,4.9,0xb60
26138.869425621,33.6106182,-101.81975818,24456.19,0.17,-0.3,0x5c8
26139.060713197,33.43157982,-102.04602282,10996.95,0.57,-12.9,0x872
26139.805743435,33.92077186,-101.37832889,30396.43,0.71,-6.1,0x16a
26139.943383027,31.92153946,-99.24866957,9774.48,0.65,12.0,0x32a
26139.96757997,31.89483337,-99.21194044,11502.66,0.37,13.5,0xb2e
26139.970153825,31.91376708,-99.23940121,8757.79,1.02,11.0,0x32a
26139.971003884,31.9095738,-99.23308453,13386.55,0.04,12.6,0xb6e
26139.971498887,31.90545463,-99.22611233,9653.39,0.33,11.6,0x32a
26139.977988269,31.8941137,-99.2153938,12000.25,0.16,13.8,0x36e
26139.981700934,31.93482961,-99.27545981,21587.33,1.39,23.3,0xaee
26140.12204058,33.97859292,-101.715609,30972.21,0.71,-3.8,0xb44
26140.143055314,31.8150362,-99.18301642,12106.61,0.31,11.2,0xb2a
26140.26734566,31.92766992,-99.24162318,9083.59,0.05,10.6,0x32a
26140.302762142,31.92270788,-99.23103678,16024.19,0.79,11.4,0xb2a
26140.339957818,31.93495272,-99.29270548,8132.54,1.81,11.9,0x32a
26140.341868033,31.78715159,-99.09599995,9690.82,0.72,13.3,0x36a
26140.41129871,31.9311661,-99.32155624,8571.74,0.32,11.9,0x32a
26140.483396187,31.84716537,-99.24351325,9350.64,0.95,11.4,0x32a
26140.48773539,31.82728876,-99.21686732,14215.12,0.01,15.3,0x26e
26140.856960518,33.75762459,-102.1754936,10655.3,0.09,0.8,0xaa4
26141.154612504,33.80174787,-101.94605063,30545.35,0.14,-8.1,0xa34
26141.65476697,33.75080624,-101.82480261,4645.32,0.64,-3.7,0x334
26141.723675819,31.18568798,-100.07881007,23318.96,0.34,11.0,0xb2a
26141.72956768,31.21622467,-100.10594358,13829.65,0.36,16.9,0xb6e
26141.809755746,33.7501466,-101.59256181,16724.38,0.59,-0.4,0xa26
26141.830555272,33.11607196,-98.12888958,23541.31,0.49,17.6,0x24e
26141.848708495,31.25139792,-100.12460845,10683.13,1.45,12.9,0xb2a
26142.152641358,31.20995893,-100.10692378,17548.77,0.07,11.9,0xb2a
26142.207694205,31.21503594,-100.10570575,10986.02,0.57,10.5,0xb2a
26142.339125742,31.29826624,-100.09916541,9443.87,0.29,9.0,0x32a
26142.415239327,32.09886262,-101.5975991,31186.61,0.02,9.1,0x98c
26142.669641008,31.25800602,-100.11746946,18259.0,0.09,9.7,0xb2a
26142.671501127,33.69792211,-101.63301625,29608.24,0.37,-5.5,0x2ac
26142.67720264,33.70378832,-101.99705754,6053.29,0.11,-11.0,0x0ea
26142.893941258,31.28654982,-100.22073659,18929.98,0.13,9.1,0xb2a
26142.899553586,31.23043416,-100.17832491,23440.8,0.13,10.4,0x32a
26142.93390816,31.31359568,-100.2700919,18218.28,1.63,10.9,0xb2a
26142.939866717,31.27676311,-100.24118467,20378.05,0.22,13.0,0xb2a
26142.945404461,31.28826083,-100.25109318,12489.12,0.16,15.2,0xb6e
26142.956747706,31.28703225,-100.25500857,15608.31,0.19,16.9,0xb6e
26143.270965553,34.00390725,-102.16400663,27483.62,1.57,7.3,0x174
26144.262413824,33.75919269,-101.64325696,21417.81,0.37,-1.7,0x1d4
26145.364915522,33.47447268,-101.70092459,30210.68,0.34,-2.6,0x2cc
26147.256302952,33.5398477,-102.18945459,18402.45,1.68,-9.0,0x668
26147.417962032,32.22684249,-98.78261932,16655.67,0.59,10.8,0x32a
26147.721102961,33.78629087,-101.45372782,7129.54,1.86,-11.1,0x38a
26148.217275887,33.80112795,-101.84101016,9515.99,1.12,3.1,0x586
26148.723318718,31.63205257,-98.91930859,31897.47,0.14,12.2,0x32a
26148.786258152,31.8125176,-99.18037026,9132.74,0.56,10.3,0x32a
26148.862766652,31.8902555,-99.25829046,24628.05,0.01,14.1,0xa2a
26148.875290475,31.85704379,-99.20142925,8833.69,0.11,17.2,0xa2c
26148.88641055,31.87988587,-99.22822096,9888.12,1.73,9.7,0x32a
26148.887419749,34.43849427,-101.90010031,109004.42,1.63,7.1,0x9a4
26148.908241288,31.84816008,-99.16067896,9775.66,0.53,10.6,0x32a
26148.955557077,31.88263775,-99.27499184,31962.57,1.25,10.2,0x32a
26148.993987292,31.82927368,-99.23909919,9727.41,0.35,9.8,0xa2a
26149.25027639,33.83882996,-101.59900825,38050.13,1.66,6.7,0x51a
26149.959357642,33.20912734,-101.67197512,153893.75,0.37,14.4,0x1d8
26151.419822067,34.07269985,-102.02001989,52443.1,0.17,-1.5,0x8ac
26151.816610214,33.75624267,-101.95955451,48573.53,0.11,3.9,0x790
26151.946999717,33.78998566,-101.45176242,7720.05,1.43,-6.0,0x70a
26152.224679227,33.9220931,-101.96850656,10123.12,1.36,-1.5,0x0da
26152.324541234,33.38838949,-101.62846261,26613.65,1.66,-6.0,0x2b2
26152.455339588,31.08865923,-100.51874661,21020.82,0.55,9.5,0xb2a
26153.001978322,33.78799642,-103.32203755,106333.98,0.11,13.4,0xb24
26153.363203129,31.91249806,-99.15954415,18994.2,0.81,11.1,0xb2a
26153.363656951,31.93475224,-99.1939243,16905.15,0.11,10.7,0xa2a
26153.374857376,31.97266441,-99.24766297,9357.87,0.05,10.5,0x32a
26154.152217834,33.64103755,-101.76402622,11465.73,0.48,-13.5,0x30e
26154.156851167,33.51716704,-101.8590275,42123.06,0.81,-1.3,0x4ac
26154.175629571,31.18286669,-100.41031129,16197.41,0.25,9.3,0xb2a
26154.230270701,31.23358608,-100.43412592,17624.4,1.56,9.2,0xb2a
26154.26171573,31.17361741,-100.10895083,11947.73,0.04,10.5,0xb2a
26154.275915364,31.31132544,-100.24664518,17790.09,0.04,11.5,0xb2a
26154.275929956,30.92392382,-100.00050153,51634.06,0.42,12.6,0x32a
26154.290305044,31.3254581,-100.25105803,13964.46,0.01,18.6,0xb6a
26154.290857691,31.3363823,-100.25878382,13067.48,0.15,15.1,0xb6e
